"X.1","X1","X2"
249,317,715
247,317,715
235,366,829
235,365,812
242,363,815
243,361,819
247,356,821
246,351,819
243,319,771
243,323,765
267,318,736
266,329,730
268,333,731
258,324,724
259,315,725
260,304,722
264,305,718
268,302,720
270,302,719
279,308,737
276,308,734
275,306,743
278,307,745
148,311,819
108,315,767
103,319,764
104,321,770
106,325,765
107,324,772
111,324,765
147,332,683
144,334,687
150,332,691
144,332,693
143,332,691
307,348,735
301,347,728
296,352,727
298,352,721
306,351,724
302,352,728
292,355,756
287,357,751
292,362,756
300,364,755
309,366,757
283,337,820
280,335,813
361,341,806
369,340,800
367,343,798
362,340,793
404,295,831
408,301,831
406,304,825
405,311,817
382,307,823
388,313,813
387,301,816
390,297,814
505,304,773
501,306,783
499,306,783
559,341,717
565,346,717
570,341,719
573,346,725
571,350,717
652,343,734
660,354,729
659,357,729
658,360,729
663,360,708
696,311,717
657,355,771
651,357,781
651,353,780
651,354,774
653,347,761
672,434,822
665,428,825
663,428,818
657,425,817
657,423,825
655,415,823
684,395,858
442,439,751
445,436,754
446,424,763
444,419,765
480,384,716
480,378,712
482,375,704
484,372,699
484,369,705
486,369,706
452,416,837
454,414,833
299,458,806
299,458,804
293,465,804
291,467,809
330,420,803
328,419,797
326,420,801
319,419,804
321,418,807
380,446,875
378,443,881
373,445,887
376,450,891
319,476,882
320,476,882
321,507,878
320,509,876
401,479,861
401,474,866
397,476,871
441,434,995
441,436,994
441,437,992
441,443,999
436,444,986
513,355,927
491,420,934
489,425,928
487,426,941
487,431,939
488,434,943
516,423,957
515,425,942
518,427,939
520,425,940
523,428,942
527,429,934
536,419,925
627,444,956
629,446,951
631,452,952
631,438,960
675,383,948
677,376,966
677,371,980
683,370,981
684,359,977
688,356,972
690,349,869
694,346,875
695,345,881
601,334,878
599,332,873
620,340,904
619,343,901
621,343,904
626,345,902
626,343,916
629,348,920
599,321,960
600,317,957
600,315,954
599,321,954
573,331,921
660,481,945
654,477,937
652,489,941
659,485,949
662,485,953
662,489,955
681,570,972
683,568,968
684,573,969
684,569,976
678,569,979
660,507,957
533,483,978
533,487,992
535,482,996
534,476,999
534,473,1008
497,512,928
501,510,932
498,508,926
500,504,931
497,505,933
591,384,951
576,385,963
571,379,962
769,319,926
764,323,920
751,324,925
842,339,862
840,350,863
837,344,864
834,345,872
828,339,874
786,359,814
788,357,812
791,360,817
792,361,817
861,401,791
861,403,794
978,385,815
963,389,811
957,392,817
956,396,826
948,393,827
978,372,766
973,371,757
969,374,757
969,369,757
971,371,758
973,370,754
845,336,762
841,339,761
843,340,767
846,346,767
843,347,772
854,329,772
856,326,778
856,335,772
852,332,771
848,335,770
846,333,781
825,345,744
836,383,721
829,381,723
831,382,727
834,385,725
758,323,748
762,323,748
763,322,751
762,322,754
899,272,737
899,274,744
935,317,759
943,310,751
940,317,750
959,291,796
960,301,793
1045,315,827
1048,306,829
1048,308,825
1049,304,826
1048,299,828
1055,288,828
971,258,773
974,254,775
982,251,778
986,248,779
990,248,783
1126,319,711
1122,318,707
1113,316,700
1105,316,694
1105,316,700
1107,316,698
1078,278,734
1078,281,734
1074,280,738
1076,278,743
1081,278,743
1121,282,712
1156,340,698
1155,346,703
1154,344,702
1151,344,701
1151,348,699
1236,286,720
1239,282,716
1237,278,717
1235,275,716
1241,283,715
1260,365,709
1260,362,714
1250,355,709
775,365,740
768,364,740
753,358,745
794,306,696
794,302,700
796,297,697
798,300,703
795,294,706
749,262,627
743,265,622
735,268,624
734,269,626
736,269,620
871,258,631
873,251,573
790,248,572
791,248,567
795,247,572
780,244,570
902,208,532
899,201,531
906,200,530
912,200,530
918,203,525
921,207,524
851,237,507
852,241,510
849,254,507
864,251,506
850,250,508
833,253,469
833,252,473
836,270,476
832,265,479
827,277,478
824,273,472
872,323,459
871,328,452
997,279,457
996,274,451
989,271,439
947,291,456
932,296,454
929,314,455
930,322,440
938,314,434
944,316,435
896,273,437
892,271,443
887,275,427
897,288,427
1069,339,407
1041,314,412
1038,306,406
1039,311,408
1044,313,409
1050,308,410
1059,309,391
1129,325,395
1140,324,396
1148,312,398
1163,313,388
1167,306,394
1130,320,431
1132,322,429
1133,313,429
1128,316,418
1131,313,416
1134,332,418
1160,348,436
1157,353,434
1154,353,433
1150,353,432
1151,356,431
1047,348,429
1007,304,426
1009,339,431
1008,342,432
1004,340,421
1006,344,423
954,302,412
951,308,408
949,304,404
950,320,402
954,321,398
951,322,396
983,332,246
983,343,247
981,355,246
976,363,252
981,372,252
963,373,242
969,380,244
977,376,245
974,383,245
980,382,250
980,383,248
977,343,268
994,343,264
999,343,267
1003,345,271
1089,395,278
1122,381,269
1126,385,271
1127,388,266
1135,380,266
1140,380,268
1145,376,266
1144,380,335
1140,382,340
1138,384,337
1133,385,334
1128,381,326
1085,362,333
1064,372,330
1066,371,327
1063,371,340
1068,377,339
1062,369,341
1034,417,332
1035,417,335
1034,428,332
1031,432,329
1029,436,333
1040,373,357
1042,375,350
1038,372,348
1004,350,351
1004,352,346
1007,346,348
957,358,389
953,362,385
1114,354,372
1107,356,363
1106,357,356
1183,270,391
1182,271,381
1181,268,379
1182,270,385
1177,265,386
1273,340,385
1312,324,442
1311,328,444
1312,336,444
1313,345,442
1312,341,446
1140,378,428
1143,380,423
1149,381,425
1154,382,423
1155,381,415
1156,382,413
950,179,365
949,179,366
948,179,370
950,181,377
949,180,370
966,154,401
970,156,402
981,150,403
983,150,402
990,146,394
991,146,387
971,165,396
972,166,406
1309,159,415
1311,158,413
1312,158,406
1237,157,454
1236,156,451
1241,155,448
1242,155,441
1242,156,440
1242,158,442
1250,141,449
1253,141,447
1257,139,448
1254,139,447
1238,105,446
1222,122,434
1221,125,427
1219,133,424
1219,133,429
1220,127,429
1218,129,422
1273,142,473
1270,143,471
1263,144,475
1255,144,467
1255,140,465
1255,144,450
1180,142,459
1182,143,466
1175,146,473
1175,139,464
1180,134,458
1110,120,436
1110,127,436
1098,130,432
1100,127,427
1092,125,420
1155,149,484
1150,147,476
938,152,471
938,157,467
929,163,467
920,172,461
795,131,485
796,134,491
790,140,493
790,147,493
791,136,504
779,113,551
780,114,549
780,120,558
765,120,564
624,149,579
625,147,595
619,120,480
623,121,465
623,121,466
630,119,470
635,121,465
659,112,505
661,109,502
664,107,512
656,105,515
661,104,514
665,98,518
679,80,519
681,80,534
677,79,528
683,75,520
690,76,522
702,57,587
707,54,587
713,57,594
711,54,608
717,50,607
731,50,596
725,40,621
701,29,631
706,33,637
707,30,647
706,27,639
672,57,654
675,58,666
676,62,662
671,61,660
730,58,658
732,61,661
722,44,658
719,45,658
717,50,659
701,28,665
669,30,680
652,64,789
649,62,814
646,59,814
635,61,825
620,61,834
617,60,832
630,58,846
630,58,828
629,57,816
631,59,820
626,57,813
698,35,832
700,36,841
701,37,852
701,39,840
698,39,836
697,40,851
765,67,911
754,73,916
747,73,911
746,73,908
747,74,914
703,73,978
697,70,967
722,52,968
723,55,966
726,52,963
728,57,959
658,81,912
659,79,912
667,81,910
667,81,918
668,78,915
805,80,943
801,80,941
802,79,950
798,82,954
803,81,959
806,80,959
787,64,1019
784,66,1015
783,69,1017
780,69,1013
780,68,1009
772,58,1031
771,55,1030
775,58,1032
780,50,1029
798,54,1036
986,49,1035
868,35,1069
867,29,1066
818,30,1074
816,29,1070
817,28,1075
852,61,1067
852,60,1049
854,61,1062
856,55,1066
856,55,1059
859,54,1044
834,30,1037
822,31,1090
822,32,1105
820,34,1108
822,34,1102
823,38,1105
832,30,1029
835,34,1030
835,37,1034
836,33,1042
841,32,1053
803,42,1053
804,41,1046
807,35,1039
682,31,1035
680,27,1044
673,30,1039
729,47,1024
728,45,1023
734,42,1018
728,41,1017
728,39,1012
714,55,982
722,52,977
733,47,974
738,46,975
632,49,997
635,48,994
611,50,1017
606,52,1018
604,50,1011
602,44,1010
600,43,1000
692,112,964
688,113,956
681,113,963
680,111,963
676,110,965
678,110,963
725,96,999
727,95,992
727,95,988
737,97,993
741,98,988
649,101,1003
652,93,1006
654,86,1004
669,81,1005
669,81,1008
731,81,1007
804,69,926
784,70,928
829,69,916
820,71,911
813,72,911
925,67,964
925,68,962
927,69,964
933,68,960
938,67,957
939,68,958
902,75,969
902,74,975
895,76,974
891,77,969
833,79,963
935,87,1013
931,90,1017
928,88,1023
925,91,1018
929,90,1012
927,78,1009
887,65,936
882,64,938
867,62,943
860,62,941
856,61,950
748,74,1001
810,70,980
816,70,990
816,71,994
820,73,995
815,74,998
798,74,1029
803,70,1033
814,66,1041
812,61,1046
813,56,1045
834,63,968
834,62,972
782,49,987
776,48,998
772,46,994
768,49,995
773,48,981
776,48,984
783,45,988
782,45,990
789,47,983
679,35,1061
690,37,1090
697,39,1080
693,37,1075
796,28,1082
794,28,1079
813,30,1140
818,31,1135
818,33,1131
810,43,1134
815,46,1137
786,56,945
785,59,945
785,56,943
784,61,946
782,64,930
777,58,934
752,81,972
753,77,978
750,78,986
751,71,987
752,67,988
705,47,941
707,51,941
707,59,947
705,63,949
709,66,957
713,64,954
652,61,1019
650,62,1021
539,47,1042
535,49,1039
537,48,1043
493,57,1017
490,51,1007
489,47,997
486,44,1003
489,45,996
486,46,994
443,28,1014
436,28,1025
436,28,1016
436,28,1015
481,30,1027
584,47,1000
584,48,993
578,50,988
575,51,984
575,47,984
576,45,991
525,30,1085
527,25,1084
533,25,1075
533,22,1065
531,22,1064
439,25,1024
440,27,1023
447,29,1020
444,30,1024
448,31,1028
447,34,1032
374,44,1108
380,46,1110
384,44,1102
388,44,1101
388,48,1094
409,77,1115
412,78,1115
543,75,1110
540,75,1114
542,76,1120
538,75,1115
511,85,1181
519,83,1185
522,79,1186
518,81,1196
522,83,1195
591,74,1127
600,81,1127
596,86,1108
591,88,1105
591,92,1127
587,85,1118
601,71,1216
611,66,1217
604,64,1227
600,67,1242
598,66,1246
567,73,1321
555,64,1326
559,64,1324
550,58,1322
553,58,1306
549,51,1311
503,36,1276
504,37,1276
500,35,1277
500,34,1285
499,34,1299
554,16,1249
554,15,1268
549,14,1282
543,16,1289
537,15,1292
537,13,1289
565,12,1493
560,11,1513
587,9,1538
587,9,1537
590,15,1561
628,4,1579
622,2,1572
621,NA,1577
623,NA,1574
625,NA,1561
622,1,1566
602,9,1555
601,9,1553
601,9,1556
628,9,1583
631,9,1596
613,17,1708
611,16,1709
605,16,1716
606,18,1728
620,16,1742
606,16,1731
647,19,1740
641,20,1729
649,21,1718
652,24,1712
655,26,1706
735,17,1639
728,21,1640
732,21,1627
733,18,1613
736,19,1600
741,19,1584
765,25,1612
760,32,1602
761,36,1613
763,37,1602
762,37,1592
802,29,1647
808,34,1638
832,18,1669
833,24,1666
820,27,1666
810,32,1653
864,35,1712
850,29,1707
844,27,1700
843,27,1692
846,30,1685
844,32,1680
850,61,1778
847,67,1790
841,64,1777
908,73,1711
909,81,1710
963,104,1708
957,115,1698
958,128,1690
953,137,1693
957,140,1712
960,142,1721
1001,82,1607
1003,75,1610
1011,68,1608
1007,68,1612
1004,65,1610
1013,70,1634
1014,74,1630
1017,76,1629
1014,84,1614
1012,84,1608
1012,86,1600
1034,101,1638
1036,104,1636
1038,106,1623
1018,115,1615
998,118,1606
971,118,1652
971,128,1650
916,110,1629
905,113,1638
891,112,1636
875,114,1647
746,101,1694
746,93,1693
753,96,1697
753,108,1698
755,113,1699
705,114,1724
706,119,1724
716,118,1723
871,117,1722
875,121,1730
874,119,1725
991,77,1621
994,75,1620
995,73,1617
993,71,1610
993,72,1605
1059,63,1729
1060,59,1725
1066,62,1722
1072,67,1723
1071,68,1731
1012,63,1754
1019,47,1733
1014,46,1736
1000,50,1734
1001,50,1736
1002,39,1751
857,54,1742
858,58,1739
849,53,1745
844,47,1748
839,48,1750
822,47,1756
865,45,1792
896,37,1801
889,32,1797
886,33,1801
879,38,1794
917,24,1839
915,26,1847
914,25,1840
910,28,1834
897,28,1836
891,28,1833
825,10,1830
829,9,1840
823,13,1842
786,12,1843
777,16,1848
853,22,1801
857,22,1796
869,19,1794
873,20,1797
876,22,1802
890,25,1817
926,41,1875
932,43,1877
923,50,1877
925,45,1878
928,39,1874
915,24,1864
919,27,1865
914,29,1863
922,31,1872
921,26,1877
919,24,1876
899,25,1834
895,25,1837
893,20,1835
892,19,1831
886,21,1831
1013,23,1822
1012,25,1822
998,27,1802
995,27,1808
981,31,1827
982,32,1840
1014,29,1964
1023,30,1950
1023,28,1936
1027,29,1929
1027,32,1936
950,34,1936
943,35,1949
933,37,1961
932,36,1967
1039,33,1958
1039,32,1968
1105,18,1999
1100,19,2000
1104,22,2005
1093,18,2014
1096,17,2031
1139,6,2065
1134,6,2055
1129,6,2048
1119,7,2054
1117,7,2045
1158,4,1992
1137,14,1957
1138,12,1950
1137,14,1947
1142,18,1942
1144,16,1955
1156,2,1997
1158,2,2017
1163,1,2015
1163,3,2018
1164,2,2027
1167,3,2031
1163,22,2132
909,16,2138
915,15,2141
914,18,2131
896,15,2143
926,21,2265
928,19,2268
928,20,2266
942,25,2269
947,26,2280
944,27,2280
903,7,2302
913,6,2310
920,8,2325
743,16,2314
745,11,2325
764,21,2276
758,24,2284
753,24,2283
734,23,2284
725,24,2279
711,18,2275
763,25,2350
760,25,2353
762,27,2349
759,27,2338
759,27,2330
1021,9,2279
1010,10,2273
1017,11,2273
1006,12,2273
1006,13,2273
1006,14,2275
927,14,2198
929,14,2206
936,14,2210
934,14,2212
931,14,2226
995,12,2297
989,13,2300
1304,24,2280
1315,19,2284
1333,19,2287
1315,22,2292
1306,8,2406
1310,6,2403
1314,5,2401
1321,5,2399
1329,6,2403
1283,15,2428
1287,16,2439
1295,18,2427
1300,18,2437
1215,13,2394
1218,15,2392
1292,25,2434
1292,23,2439
1295,20,2443
1295,26,2451
1289,30,2451
1253,15,2495
1255,17,2493
1239,17,2502
1238,17,2510
1220,19,2505
1221,10,2496
1212,20,2443
1212,21,2437
1210,26,2425
1208,25,2419
1209,26,2419
1260,46,2569
1260,45,2567
1257,49,2552
1256,47,2541
1258,44,2538
1254,44,2525
1305,26,2520
1298,22,2511
1051,37,2505
1047,34,2516
1042,36,2516
1042,35,2618
1040,34,2612
1042,35,2621
1037,33,2618
1043,34,2616
1047,33,2619
1123,31,2612
1125,31,2627
1145,32,2630
1146,33,2626
1468,48,2646
1399,34,2658
1403,37,2635
1410,37,2633
1418,38,2635
1418,37,2636
1418,40,2624
1415,40,2745
1420,39,2749
1422,39,2753
1414,40,2751
1421,41,2746
1564,48,2739
1486,39,3028
1491,44,3022
1504,42,3021
1500,41,3019
1505,39,3019
1521,48,3012
1517,47,3012
1519,46,3016
1513,39,3014
1516,40,3012
1515,40,3018
1470,57,3165
1226,57,3140
1223,53,3131
1229,48,3130
1233,49,3135
1179,37,3129
1180,36,3139
1182,35,3138
1184,36,3146
1185,33,3156
1182,32,3158
1227,20,3212
1228,20,3215
1238,20,3222
1176,17,3171
1184,12,3184
1173,22,3252
1174,22,3264
1167,21,3268
1172,21,3269
1168,20,3267
1184,19,3278
1230,7,3364
1231,6,3368
1221,7,3385
1205,8,3376
1200,8,3370
1161,11,3436
1157,9,3422
1153,8,3435
1147,9,3443
1146,9,3444
1144,11,3438
1082,11,3397
1077,12,3395
1080,14,3404
1078,17,3424
1082,18,3437
1150,9,3471
1150,8,3461
1558,12,3447
1556,13,3439
1561,13,3436
1558,14,3435
1608,18,3463
1609,17,3459
1609,15,3458
1608,15,3458
1609,15,3463
1571,23,3650
1571,23,3645
1572,23,3650
1571,26,3648
1686,24,3619
1686,28,3622
1645,18,3510
1643,22,3502
1641,26,3493
1642,21,3493
1640,19,3486
1515,14,3453
1514,21,3435
1514,24,3421
1536,23,3405
1537,26,3378
1540,29,3359
1288,38,3529
1290,33,3520
1289,30,3506
1292,30,3501
1289,32,3491
1207,39,3524
1213,39,3514
1213,41,3506
1213,43,3508
1221,38,3508
1220,36,3513
1189,37,3485
1186,38,3479
1291,39,3525
1290,36,3525
1295,31,3525
1313,25,3693
1316,25,3687
1311,24,3683
1312,26,3676
1309,25,3672
1306,25,3668
1252,25,3620
1252,22,3623
1250,19,3621
1246,17,3621
1262,16,3564
1231,12,3593
1230,1,3596
1231,1,3594
1223,1,3601
1223,6,3605
1214,9,3595
1276,10,3550
1276,6,3554
1276,8,3561
1275,7,3558
1279,11,3576
1260,6,3722
1294,3,3745
1294,4,3755
1292,5,3760
1295,5,3767
1296,6,3775
1232,13,3783
1227,15,3795
1230,17,3781
1233,18,3789
1232,19,3807
1263,22,3821
1258,24,3818
1259,21,3825
1293,22,3853
1295,30,3864
1296,30,3871
1302,24,3877
1303,32,3880
1302,30,3892
1302,22,3888
1301,24,3894
1273,12,3954
1273,11,3952
1272,12,3954
1269,10,3957
1270,19,3958
17,22,4202
16,29,3949
18,29,3946
19,22,3951
18,22,3945
19,18,3944
19,25,4001
18,21,4003
21,23,4002
20,23,4000
20,22,4007
20,19,4013
1006,11,3816
1007,13,3814
1010,12,3814
1011,8,3814
1016,8,3818
1019,1,3969
1019,2,3966
1016,1,3974
1016,2,3984
1016,2,3989
1018,2,3994
1048,2,3966
1050,2,3963
1061,1,3936
1063,2,3930
1064,3,3941
1038,1,3928
1042,2,3916
1052,5,3913
1055,6,3920
1064,6,3907
1072,6,3903
1130,3,3922
1134,2,3919
1137,1,3906
1138,3,3898
1110,3,3860
1142,9,3840
1145,10,3842
1144,10,3838
1147,13,3841
1151,15,3843
1155,19,3843
1087,9,3806
1093,12,3816
1092,12,3826
1092,12,3826
1090,13,3827
1095,28,3893
1162,35,3879
1165,34,3887
1168,35,3886
1170,31,3874
1171,23,3876
1141,14,3822
1142,13,3828
1148,13,3830
1147,11,3838
1150,8,3833
1219,2,3859
1223,2,3864
1226,2,3870
1175,2,3856
1179,2,3858
1181,2,3865
1194,1,4043
1195,1,4036
1194,1,4047
1193,2,4047
1194,2,4049
1180,2,4102
1180,3,4091
1180,3,4106
1184,3,4112
1182,4,4114
1186,7,4100
1253,4,4101
1251,4,4101
1251,4,4101
1248,4,4102
1246,4,4112
1195,8,4245
1191,12,4255
1191,12,4251
1190,11,4244
1194,13,4255
1195,16,4263
1186,5,4314
1253,7,4287
1256,9,4281
1259,8,4265
1260,4,4267
1271,2,4337
1273,4,4336
1275,5,4343
1276,5,4363
1272,4,4358
1271,2,4358
1318,4,4199
1319,4,4199
1318,3,4204
1350,2,4238
1348,2,4235
1346,3,4234
1368,9,4271
1366,11,4280
1363,12,4269
1361,10,4265
1363,10,4266
1399,6,4385
1404,6,4396
1401,6,4402
1400,2,4394
1400,1,4388
1408,3,4379
1414,21,4307
1418,35,4304
1416,44,4330
1417,49,4325
1414,47,4337
1402,46,4386
1406,45,4387
1406,43,4384
1411,40,4382
1412,41,4390
1414,39,4388
1375,41,4412
1404,38,4357
1404,32,4352
1408,24,4336
1409,18,4324
1474,10,4218
1476,5,4234
1477,2,4225
1477,2,4223
1478,3,4227
1478,2,4238
1454,NA,4503
1453,NA,4505
1459,NA,4506
1445,NA,4532
1453,NA,4533
1405,4,4588
1403,5,4588
1405,8,4600
1403,9,4602
1408,10,4612
1406,7,4602
1390,1,4724
1386,1,4731
1386,1,4746
1384,1,4758
1384,4,4758
1387,NA,4659
1388,NA,4672
1393,NA,4679
1395,1,4678
1396,1,4681
1395,2,4670
1405,2,4566
1403,NA,4576
1399,5,4589
1403,1,4608
1400,3,4607
1391,8,4823
1396,12,4807
1395,12,4777
1400,9,4809
1402,12,4821
1402,10,4835
1445,2,4844
1446,NA,4833
1447,NA,4839
1440,NA,4833
1439,NA,4843
1413,2,4919
1413,2,4924
1413,2,4934
1412,1,4931
1480,NA,4871
1476,1,4888
1467,NA,4726
1468,2,4724
1466,3,4721
1467,2,4719
1466,1,4725
1490,5,4838
1490,10,4849
1492,11,4848
1492,6,4852
1500,3,4865
1498,2,4866
1228,7,4937
1231,7,4946
1229,3,4959
1229,3,4961
1227,4,4959
1319,2,4997
1318,1,5020
1319,4,5041
1319,7,5043
1320,9,5052
1320,8,5039
1380,7,5105
1379,9,5113
1537,8,5140
1537,9,5131
1538,12,5137
1495,22,5036
1492,35,5040
1495,30,5056
1494,23,5072
1497,14,5086
1496,13,5090
1497,10,5120
1497,12,5134
1492,6,5115
1493,10,5125
1449,11,5219
1488,13,5246
1485,13,5242
1485,11,5239
1482,12,5236
1502,12,5230
1501,13,5236
1470,14,5217
1470,13,5229
1467,11,5225
1467,11,5225
1464,12,5235
1387,17,5151
1402,18,5161
1401,17,5172
1401,14,5154
1398,14,5149
1394,12,5148
1437,16,5073
1448,14,5045
1448,11,5035
1456,9,5031
1459,5,5042
1538,2,5070
1533,4,5057
1534,4,5051
1564,1,5044
1562,3,5052
1566,4,5053
1574,2,5144
1559,1,5149
1553,NA,5146
1554,NA,5139
1553,NA,5137
1539,NA,5042
1534,NA,5040
1533,NA,5027
1528,2,5020
1529,3,5031
1544,6,5204
1581,6,5166
1587,7,5165
1590,6,5162
1599,6,5164
1601,6,5163
1626,7,5298
1626,6,5298
1624,7,5296
1624,6,5294
1625,5,5297
1622,6,5296
1561,8,5125
1492,NA,5095
1486,1,5098
1481,NA,5115
1479,NA,5118
1544,4,5039
1543,4,5039
1542,4,5035
1541,5,5029
1537,5,5020
1538,6,5022
1572,1,4934
1573,1,4939
1575,1,4937
1543,NA,4933
1544,NA,4930
1647,4,5045
1649,4,5042
1648,4,5032
1649,4,5030
1644,6,5045
1648,6,5048
1660,2,5050
1662,1,5059
1663,1,5057
1669,NA,5061
1670,NA,5054
1771,6,4999
1769,8,4984
1768,8,4996
1767,6,4990
1768,8,4994
1769,5,4993
1728,8,5122
1726,10,5127
1727,10,5122
1730,10,5122
1732,NA,5117
1769,NA,5165
1769,NA,5171
1785,5,5068
1783,4,5077
1779,6,5084
1778,12,5084
1832,18,5132
1832,15,5134
1832,10,5127
1829,8,5136
1831,7,5143
1819,21,5126
1823,21,5134
1823,21,5147
1827,23,5149
1835,28,5176
1832,26,5196
1791,16,5325
1795,16,5308
1796,15,5307
1800,12,5310
1802,11,5306
1830,19,5410
1830,17,5408
1828,16,5410
1831,16,5406
1829,15,5398
1831,16,5405
1781,12,5330
1781,12,5308
1781,12,5312
1782,11,5306
1782,8,5296
1808,NA,5266
1809,NA,5252
1808,NA,5249
1807,NA,5244
1807,1,5244
1806,10,5234
1767,10,5234
1767,10,5223
1775,8,5245
1775,7,5244
1775,7,5238
1775,2,5241
1758,1,5148
1756,NA,5143
1755,NA,5146
1756,NA,5143
1750,NA,5149
1723,NA,5160
1724,NA,5159
1725,NA,5155
1725,NA,5138
1711,NA,5141
1714,NA,5145
1731,5,5258
1729,5,5259
1729,5,5258
1729,5,5255
1729,5,5262
1687,NA,5165
1692,NA,5167
1694,NA,5165
1694,NA,5162
1696,NA,5149
1695,NA,5156
1644,9,5154
1647,7,5160
1645,3,5165
1648,NA,5178
1647,NA,5211
1635,17,5248
1637,21,5263
1637,12,5258
1641,10,5259
1640,11,5264
1644,14,5278
1655,13,5324
1659,13,5319
1697,18,5339
1700,18,5336
1700,18,5324
1747,16,5394
1746,16,5412
1746,17,5397
1749,17,5396
1751,15,5390
1751,15,5377
1729,14,5444
1727,14,5444
1728,14,5433
1721,15,5413
1730,15,5390
1761,14,5352
1764,18,5365
1764,19,5364
1766,22,5377
1767,22,5383
1766,20,5384
1740,15,5414
1740,14,5410
1741,17,5416
1739,17,5423
1738,17,5409
1754,14,5436
1693,16,5463
1692,15,5463
1690,25,5467
1690,24,5458
1692,24,5450
1712,21,5399
1713,22,5399
1714,20,5406
1722,19,5406
1723,16,5382
1738,15,5284
1742,8,5277
1746,10,5281
1755,16,5224
1760,17,5224
1760,25,5199
1690,29,5299
1694,31,5300
1698,29,5283
1697,28,5284
1701,48,5250
1717,44,5321
1720,43,5328
1723,40,5316
1722,44,5341
1726,41,5340
1694,44,5386
1716,46,5459
1718,42,5467
1718,42,5474
1719,40,5483
1719,37,5452
1726,99,5390
1730,92,5389
1730,91,5368
1734,90,5383
1731,88,5385
1734,87,5395
1757,86,5428
1762,84,5429
1762,82,5440
1765,79,5454
1765,76,5456
1798,59,5345
1836,57,5371
1834,56,5375
1835,56,5387
1833,52,5398
1835,53,5399
1771,65,5782
1771,58,5796
1768,56,5792
1802,54,5665
1799,54,5655
1723,38,5580
1722,40,5576
1722,39,5558
1720,39,5566
1721,42,5547
1724,44,5542
1741,49,5561
1738,49,5562
1735,46,5558
1742,43,5575
1742,41,5580
1893,64,5469
1888,59,5468
1892,65,5471
1894,62,5467
1893,62,5470
1895,61,5469
1885,55,5595
1883,45,5599
1885,46,5592
1884,43,5585
1884,42,5584
1840,31,5672
1843,30,5680
1896,32,5688
1902,33,5692
1913,36,5684
1915,36,5691
1941,30,5696
1939,30,5700
1943,32,5690
1941,32,5697
1943,33,5691
1888,37,5669
1889,41,5661
1893,42,5659
1891,42,5659
1937,43,5598
1940,47,5602
1922,41,5653
1924,44,5650
1919,43,5648
1920,42,5642
1916,38,5639
1938,120,5630
1936,120,5625
1934,120,5631
1934,119,5632
1932,121,5633
1938,119,5637
1916,123,5769
1918,123,5769
1915,121,5761
1919,121,5765
1919,120,5758
1825,112,5952
1823,112,5958
1823,113,5953
1829,114,5955
1827,110,5955
1827,112,5952
1903,108,5720
1905,104,5719
1905,100,5701
1906,98,5708
1904,95,5704
1928,100,5940
1925,99,5944
1927,104,5947
1927,102,5951
1927,100,5946
1932,100,5937
1913,102,5903
1918,104,5899
1920,102,5899
1923,105,5900
1940,103,5828
1976,106,5831
1977,101,5835
1978,99,5832
1977,97,5830
1975,96,5828
1976,92,5833
1926,96,6053
1928,96,6045
1927,96,6044
1929,96,6041
1927,98,6042
1885,84,6042
1892,88,5989
1892,89,5990
1894,88,5994
1893,85,6005
1897,79,6009
1965,92,5993
1967,84,5988
1966,75,5986
1968,71,5980
1966,70,5973
1896,69,6045
1893,66,6039
1886,67,6047
1831,68,6008
1835,68,6013
1837,68,6013
1912,64,5994
1914,68,5987
1974,70,5989
1976,72,5992
1975,71,5984
1950,5,5885
1950,5,5885
1949,5,5879
1954,5,5881
1952,5,5883
1958,5,5881
2004,NA,5939
2005,NA,5948
2003,NA,5944
2004,NA,5942
2003,NA,5937
1959,5,5972
1952,5,5968
1954,5,5969
1956,5,5973
1955,5,5977
1964,5,5971
1889,NA,6142
1889,NA,6157
1939,NA,6167
1941,NA,6166
1939,NA,6165
1940,NA,6177
1986,NA,6169
1983,NA,6172
1981,NA,6177
1980,NA,6182
1977,NA,6179
1995,1,6250
1994,1,6242
1995,1,6265
1997,1,6275
2016,NA,6184
2018,NA,6181
2018,NA,6233
2018,NA,6233
2013,NA,6234
2013,NA,6236
2014,NA,6254
2163,NA,6255
2166,NA,6258
2170,NA,6261
2169,NA,6262
2175,NA,6262
2176,NA,6253
2124,2,6339
2125,2,6338
2127,3,6345
2127,4,6338
2130,4,6343
2142,5,6222
